,지역코드,법정동,년,월,일,아파트,건축년도,층,전용면적,거래금액
4,11110, 내수동,2014,9,21~30,경희궁의아침4단지,2004,12,124.17,"   110,000"
5,11110, 신문로1가,2014,9,11~20,신문로맨션,1981,10,91.53,"    52,800"
6,11110, 수송동,2014,9,1~10,로얄팰리스스위트,2005,16,36.86,"    36,000"
7,11110, 수송동,2014,9,11~20,로얄팰리스스위트,2005,12,29.31,"    28,500"
8,11110, 익선동,2014,9,1~10,현대뜨레비앙,2003,2,45.5,"    20,000"
9,11110, 익선동,2014,9,21~30,운현신화타워,1998,10,61.5,"    34,000"
0,11110, 사직동,2014,10,1~10,광화문풍림스페이스본(101동~105동),2008,11,97.61,"    75,500"
1,11110, 사직동,2014,10,11~20,광화문풍림스페이스본(101동~105동),2008,8,95.88,"    74,000"
2,11110, 사직동,2014,10,21~31,광화문풍림스페이스본(101동~105동),2008,1,94.51,"    69,000"
3,11110, 내수동,2014,10,1~10,경희궁의아침4단지,2004,5,124.17,"   104,000"
4,11110, 내수동,2014,10,1~10,경희궁 파크팰리스,2003,7,146.33,"   113,000"
5,11110, 내수동,2014,10,11~20,경희궁의아침3단지,2004,9,174.55,"   145,000"
6,11110, 내수동,2014,10,11~20,경희궁 파크팰리스,2003,5,148.09,"   118,000"
7,11110, 내수동,2014,10,21~31,경희궁의아침3단지,2004,2,150.48,"   119,500"
8,11110, 내수동,2014,10,21~31,경희궁의아침4단지,2004,7,150.77,"   107,000"
9,11110, 수송동,2014,10,21~31,로얄팰리스스위트,2005,13,39.67,"    37,000"
0,11110, 필운동,2014,11,1~10,신동아블루아광화문의 꿈,2007,10,138.66,"    84,500"
1,11110, 필운동,2014,11,21~30,신동아블루아광화문의 꿈,2007,5,138.66,"    64,000"
2,11110, 사직동,2014,11,1~10,광화문풍림스페이스본(101동~105동),2008,4,108.07,"    87,000"
3,11110, 사직동,2014,11,1~10,광화문풍림스페이스본(101동~105동),2008,9,94.51,"    84,850"
4,11110, 사직동,2014,11,1~10,광화문풍림스페이스본(101동~105동),2008,12,94.51,"    87,900"
5,11110, 사직동,2014,11,11~20,광화문풍림스페이스본(101동~105동),2008,5,94.51,"    72,000"
6,11110, 사직동,2014,11,21~30,광화문풍림스페이스본(101동~105동),2008,2,94.28,"    70,700"
7,11110, 사직동,2014,11,21~30,광화문풍림스페이스본(101동~105동),2008,6,160.85,"   115,000"
8,11110, 인의동,2014,11,21~30,효성쥬얼리시티,2006,15,84.64,"    46,000"
9,11110, 인의동,2014,11,21~30,효성쥬얼리시티,2006,12,84.64,"    44,000"
0,11110, 옥인동,2014,12,21~31,세종아파트,2005,3,118.49,"    65,000"
1,11110, 사직동,2014,12,1~10,광화문풍림스페이스본(101동~105동),2008,8,108.55,"   105,000"
2,11110, 사직동,2014,12,1~10,광화문풍림스페이스본(101동~105동),2008,2,94.51,"    77,000"
3,11110, 사직동,2014,12,1~10,광화문풍림스페이스본(101동~105동),2008,7,97.61,"    75,000"
4,11110, 사직동,2014,12,1~10,광화문풍림스페이스본(101동~105동),2008,5,108.07,"    82,500"
5,11110, 사직동,2014,12,11~20,광화문풍림스페이스본(101동~105동),2008,9,146.92,"   113,000"
6,11110, 사직동,2014,12,21~31,광화문풍림스페이스본(101동~105동),2008,1,160.85,"    99,500"
7,11110, 당주동,2014,12,1~10,세종,1983,10,91.46,"    47,000"
8,11110, 내수동,2014,12,1~10,경희궁의아침3단지,2004,12,150.48,"   111,000"
9,11110, 내수동,2014,12,1~10,경희궁의아침3단지,2004,7,174.55,"   155,000"
0,11110, 사직동,2015,1,1~10,광화문풍림스페이스본(101동~105동),2008,9,151.81,"   100,000"
1,11110, 사직동,2015,1,21~31,광화문풍림스페이스본(101동~105동),2008,9,94.51,"    73,000"
2,11110, 사직동,2015,1,21~31,광화문풍림스페이스본(106동),2008,4,150.4,"   100,500"
3,11110, 사직동,2015,1,21~31,광화문풍림스페이스본(101동~105동),2008,10,151.81,"   110,000"
4,11110, 당주동,2015,1,11~20,롯데미도파광화문빌딩,1981,9,93.36,"    44,200"
5,11110, 내수동,2015,1,11~20,경희궁 파크팰리스,2003,16,117.26,"    91,000"
6,11110, 내수동,2015,1,11~20,경희궁 파크팰리스,2003,11,148.09,"   101,500"
7,11110, 내수동,2015,1,21~31,세종로대우,1994,11,76.66,"    50,000"
8,11110, 인의동,2015,1,11~20,효성쥬얼리시티,2006,9,84.98,"    40,700"
9,11110, 인의동,2015,1,11~20,효성쥬얼리시티,2006,10,84.98,"    44,000"
0,11110, 필운동,2015,2,11~20,두레엘리시안,2007,7,59.85,"    46,500"
1,11110, 필운동,2015,2,21~28,신동아블루아광화문의 꿈,2007,11,111.97,"    74,000"
2,11110, 사직동,2015,2,1~10,광화문풍림스페이스본(101동~105동),2008,12,146.92,"   104,000"
3,11110, 사직동,2015,2,11~20,광화문풍림스페이스본(101동~105동),2008,12,70.8,"    65,000"
4,11110, 사직동,2015,2,11~20,광화문풍림스페이스본(101동~105동),2008,11,94.28,"    75,000"
5,11110, 사직동,2015,2,11~20,광화문풍림스페이스본(101동~105동),2008,12,94.28,"    77,900"
6,11110, 사직동,2015,2,21~28,광화문풍림스페이스본(101동~105동),2008,9,94.28,"    76,500"
7,11110, 내수동,2015,2,1~10,경희궁의아침3단지,2004,7,174.55,"   155,000"
8,11110, 견지동,2015,2,1~10,대성스카이렉스,2008,12,137.55,"    77,000"
9,11110, 익선동,2015,2,1~10,현대뜨레비앙,2003,7,48.54,"    25,700"
0,11110, 청운동,2015,3,11~20,청운현대,2000,1,129.76,"    89,000"
1,11110, 신교동,2015,3,1~10,신현(101동),2002,3,84.82,"    48,500"
2,11110, 사직동,2015,3,1~10,광화문풍림스페이스본(101동~105동),2008,9,94.51,"    85,000"
3,11110, 사직동,2015,3,11~20,광화문풍림스페이스본(106동),2008,6,144.52,"   107,000"
4,11110, 사직동,2015,3,21~31,광화문풍림스페이스본(101동~105동),2008,7,94.51,"    73,000"
5,11110, 사직동,2015,3,21~31,광화문풍림스페이스본(101동~105동),2008,4,126.34,"    96,500"
6,11110, 사직동,2015,3,21~31,광화문풍림스페이스본(101동~105동),2008,1,97.61,"    77,000"
7,11110, 당주동,2015,3,1~10,롯데미도파광화문빌딩,1981,7,93.36,"    42,500"
8,11110, 내수동,2015,3,1~10,경희궁의아침2단지,2004,2,124.17,"   108,000"
9,11110, 내수동,2015,3,1~10,경희궁 파크팰리스,2003,14,146.39,"   117,500"
0,11110, 필운동,2015,4,1~10,신동아블루아광화문의 꿈,2007,9,138.66,"    81,000"
1,11110, 필운동,2015,4,1~10,신동아블루아광화문의 꿈,2007,6,108.95,"    71,000"
2,11110, 사직동,2015,4,21~30,광화문풍림스페이스본(101동~105동),2008,11,159.01,"   105,000"
3,11110, 내수동,2015,4,1~10,경희궁 파크팰리스,2003,3,103.77,"    85,000"
4,11110, 익선동,2015,4,1~10,운현신화타워,1998,11,57.18,"    30,900"
5,11110, 인의동,2015,4,1~10,효성쥬얼리시티,2006,18,92.81,"    54,000"
6,11110, 인의동,2015,4,11~20,효성쥬얼리시티,2006,15,106.81,"    60,000"
7,11110, 연건동,2015,4,11~20,이화에수풀,2014,10,16.98,"    17,000"
8,11110, 명륜1가,2015,4,1~10,건양하늘터,2006,9,67.33,"    38,500"
9,11110, 명륜1가,2015,4,1~10,송림아마레스아파트,2003,6,34.7,"    17,500"
0,11110, 필운동,2015,5,1~10,신동아블루아광화문의 꿈,2007,9,111.97,"    69,500"
1,11110, 사직동,2015,5,1~10,광화문풍림스페이스본(101동~105동),2008,4,70.8,"    64,500"
2,11110, 사직동,2015,5,11~20,광화문풍림스페이스본(106동),2008,9,162.14,"   119,000"
3,11110, 사직동,2015,5,21~31,광화문풍림스페이스본(101동~105동),2008,12,94.51,"    80,000"
4,11110, 사직동,2015,5,21~31,광화문풍림스페이스본(101동~105동),2008,8,151.81,"   102,000"
5,11110, 사직동,2015,5,21~31,광화문풍림스페이스본(101동~105동),2008,2,94.51,"    80,000"
6,11110, 내수동,2015,5,1~10,경희궁의아침2단지,2004,7,140.78,"   108,000"
7,11110, 내수동,2015,5,1~10,경희궁의아침3단지,2004,13,124.17,"   109,000"
8,11110, 내수동,2015,5,1~10,경희궁 파크팰리스,2003,14,146.33,"   105,000"
9,11110, 내수동,2015,5,11~20,경희궁의아침4단지,2004,6,145.96,"   112,000"
0,11110, 사직동,2015,6,1~10,광화문풍림스페이스본(101동~105동),2008,8,95.88,"    82,500"
1,11110, 사직동,2015,6,1~10,광화문풍림스페이스본(101동~105동),2008,10,94.28,"    75,000"
2,11110, 사직동,2015,6,21~30,광화문풍림스페이스본(101동~105동),2008,1,146.92,"   104,000"
3,11110, 사직동,2015,6,21~30,광화문풍림스페이스본(101동~105동),2008,8,136.4,"   122,000"
4,11110, 사직동,2015,6,21~30,광화문풍림스페이스본(101동~105동),2008,1,146.92,"   104,000"
5,11110, 내수동,2015,6,1~10,경희궁의아침3단지,2004,7,124.17,"   107,000"
6,11110, 내수동,2015,6,11~20,경희궁의아침4단지,2004,6,124.17,"   107,500"
7,11110, 내수동,2015,6,11~20,킹스매너,2004,2,194.43,"   119,000"
8,11110, 내수동,2015,6,11~20,경희궁의아침4단지,2004,16,150.48,"   115,000"
9,11110, 내수동,2015,6,21~30,세종로대우,1994,11,109.91,"    65,000"
0,11110, 청운동,2015,7,11~20,청운현대,2000,5,84.51,"    65,000"
1,11110, 사직동,2015,7,1~10,광화문풍림스페이스본(101동~105동),2008,2,151.81,"   100,000"
2,11110, 사직동,2015,7,21~31,광화문풍림스페이스본(101동~105동),2008,9,97.61,"    82,500"
3,11110, 내수동,2015,7,11~20,경희궁 파크팰리스,2003,8,146.39,"   122,000"
4,11110, 수송동,2015,7,21~31,로얄팰리스스위트,2005,12,39.67,"    39,000"
5,11110, 인의동,2015,7,11~20,효성쥬얼리시티,2006,16,84.98,"    51,000"
6,11110, 인의동,2015,7,21~31,효성쥬얼리시티,2006,16,98.39,"    60,000"
7,11110, 인의동,2015,7,21~31,효성쥬얼리시티,2006,13,98.39,"    55,000"
8,11110, 연건동,2015,7,1~10,이화에수풀,2014,13,16.98,"    17,700"
9,11110, 연건동,2015,7,1~10,이화에수풀,2014,5,16.98,"    16,900"
0,11110, 사직동,2015,8,21~31,광화문풍림스페이스본(101동~105동),2008,1,136.4,"    94,000"
1,11110, 사직동,2015,8,21~31,광화문풍림스페이스본(106동),2008,5,150.4,"   110,000"
2,11110, 내수동,2015,8,1~10,경희궁의아침3단지,2004,11,150.48,"   116,500"
3,11110, 내수동,2015,8,21~31,세종로대우,1994,10,100.44,"    64,000"
4,11110, 견지동,2015,8,11~20,대성스카이렉스,2008,5,116.03,"    74,000"
5,11110, 익선동,2015,8,1~10,현대뜨레비앙,2003,4,48.54,"    26,000"
6,11110, 인의동,2015,8,11~20,효성쥬얼리시티,2006,8,84.98,"    47,000"
7,11110, 인의동,2015,8,21~31,효성쥬얼리시티,2006,11,84.98,"    51,700"
8,11110, 연건동,2015,8,1~10,이화에수풀,2014,6,16.98,"    15,000"
9,11110, 연건동,2015,8,21~31,이화에수풀,2014,10,19.86,"    19,000"
0,11110, 사직동,2015,9,1~10,광화문풍림스페이스본(106동),2008,1,144.52,"   105,000"
1,11110, 사직동,2015,9,1~10,광화문풍림스페이스본(101동~105동),2008,2,94.51,"    80,000"
2,11110, 사직동,2015,9,11~20,광화문풍림스페이스본(101동~105동),2008,10,94.28,"    77,500"
3,11110, 당주동,2015,9,21~30,롯데미도파광화문빌딩,1981,8,149.95,"    60,000"
4,11110, 당주동,2015,9,21~30,세종,1983,8,104.5,"    57,000"
5,11110, 내수동,2015,9,1~10,세종로대우,1994,15,66.96,"    44,000"
6,11110, 내수동,2015,9,1~10,경희궁의아침4단지,2004,14,124.17,"   113,500"
7,11110, 내수동,2015,9,1~10,경희궁의아침2단지,2004,15,124.17,"   107,000"
8,11110, 내수동,2015,9,11~20,경희궁의아침2단지,2004,3,174.55,"   133,000"
9,11110, 내수동,2015,9,21~30,경희궁의아침3단지,2004,11,150.48,"   116,500"
0,11110, 필운동,2015,10,1~10,신동아블루아광화문의 꿈,2007,10,108.95,"    74,600"
1,11110, 사직동,2015,10,1~10,광화문풍림스페이스본(101동~105동),2008,5,151.81,"   105,000"
2,11110, 사직동,2015,10,1~10,광화문풍림스페이스본(101동~105동),2008,13,151.81,"   103,500"
3,11110, 사직동,2015,10,1~10,광화문풍림스페이스본(101동~105동),2008,14,94.51,"    88,000"
4,11110, 사직동,2015,10,11~20,광화문풍림스페이스본(101동~105동),2008,8,126.34,"    91,500"
5,11110, 사직동,2015,10,11~20,광화문풍림스페이스본(101동~105동),2008,13,159.01,"   125,000"
6,11110, 사직동,2015,10,11~20,광화문풍림스페이스본(101동~105동),2008,11,151.81,"   104,500"
7,11110, 사직동,2015,10,21~31,광화문풍림스페이스본(101동~105동),2008,3,151.81,"   105,000"
8,11110, 사직동,2015,10,21~31,광화문풍림스페이스본(101동~105동),2008,10,131.44,"   105,000"
9,11110, 내수동,2015,10,1~10,경희궁 파크팰리스,2003,11,146.39,"   116,000"
0,11110, 사직동,2015,11,1~10,광화문풍림스페이스본(101동~105동),2008,9,95.88,"    82,500"
1,11110, 사직동,2015,11,1~10,광화문풍림스페이스본(101동~105동),2008,5,94.51,"    80,000"
2,11110, 사직동,2015,11,11~20,광화문풍림스페이스본(101동~105동),2008,10,94.28,"    77,500"
3,11110, 사직동,2015,11,21~30,광화문풍림스페이스본(101동~105동),2008,6,159.01,"   119,500"
4,11110, 내수동,2015,11,11~20,킹스매너,2004,2,201.82,"   126,300"
5,11110, 내수동,2015,11,21~30,경희궁 파크팰리스,2003,10,103.77,"    88,500"
6,11110, 내수동,2015,11,21~30,경희궁의아침3단지,2004,4,174.55,"   150,000"
7,11110, 내수동,2015,11,21~30,경희궁 파크팰리스,2003,15,148.09,"   104,000"
8,11110, 내수동,2015,11,21~30,경희궁 파크팰리스,2003,9,148.09,"    99,900"
9,11110, 견지동,2015,11,21~30,대성스카이렉스,2008,5,149.8,"    97,500"
0,11110, 사직동,2015,12,1~10,광화문풍림스페이스본(101동~105동),2008,11,94.51,"    82,500"
1,11110, 당주동,2015,12,21~31,롯데미도파광화문빌딩,1981,8,149.95,"    60,000"
2,11110, 내수동,2015,12,1~10,킹스매너,2004,6,194.43,"   130,000"
3,11110, 내수동,2015,12,11~20,경희궁의아침2단지,2004,8,124.17,"   105,000"
4,11110, 내수동,2015,12,21~31,경희궁 파크팰리스,2003,4,146.33,"   120,000"
5,11110, 연건동,2015,12,11~20,이화에수풀,2014,8,16.98,"    17,000"
6,11110, 연건동,2015,12,11~20,이화에수풀,2014,4,16.98,"    17,000"
7,11110, 명륜1가,2015,12,21~31,렉스빌,2006,3,106.98,"    57,000"
8,11110, 명륜2가,2015,12,1~10,아남1,1995,18,84.8,"    44,000"
9,11110, 명륜2가,2015,12,1~10,아남1,1995,12,84.9,"    52,000"
0,11110, 사직동,2016,1,1~10,광화문풍림스페이스본(101동~105동),2008,14,107.91,"    83,000"
1,11110, 사직동,2016,1,1~10,광화문풍림스페이스본(101동~105동),2008,10,151.81,"   119,000"
2,11110, 사직동,2016,1,11~20,광화문풍림스페이스본(101동~105동),2008,2,94.51,"    84,500"
3,11110, 사직동,2016,1,11~20,광화문풍림스페이스본(101동~105동),2008,12,94.28,"    80,000"
4,11110, 내수동,2016,1,1~10,경희궁의아침4단지,2004,13,145.96,"   121,000"
5,11110, 내수동,2016,1,1~10,경희궁의아침2단지,2004,3,140.78,"   105,000"
6,11110, 익선동,2016,1,11~20,현대뜨레비앙,2003,9,48.54,"    30,000"
7,11110, 익선동,2016,1,11~20,현대뜨레비앙,2003,7,48.54,"    26,100"
8,11110, 익선동,2016,1,21~31,현대뜨레비앙,2003,7,58.78,"    41,000"
9,11110, 인의동,2016,1,21~31,효성쥬얼리시티,2006,14,84.7,"    47,800"
0,11110, 통인동,2016,2,21~29,효자,1999,4,61.49,"    22,000"
1,11110, 사직동,2016,2,21~29,광화문풍림스페이스본(101동~105동),2008,11,94.51,"    82,500"
2,11110, 사직동,2016,2,21~29,광화문풍림스페이스본(101동~105동),2008,7,151.81,"   107,000"
3,11110, 사직동,2016,2,21~29,광화문풍림스페이스본(101동~105동),2008,2,158.99,"    99,500"
4,11110, 사직동,2016,2,21~29,광화문풍림스페이스본(101동~105동),2008,8,94.51,"    83,800"
5,11110, 익선동,2016,2,11~20,현대뜨레비앙,2003,6,43.98,"    23,000"
6,11110, 익선동,2016,2,11~20,현대뜨레비앙,2003,3,48.54,"    27,000"
7,11110, 익선동,2016,2,21~29,현대뜨레비앙,2003,2,46.64,"    25,400"
8,11110, 명륜1가,2016,2,1~10,아마레스,2002,1,84.59,"    49,500"
9,11110, 명륜2가,2016,2,1~10,아남1,1995,7,84.9,"    63,000"
0,11110, 필운동,2016,3,11~20,신동아블루아광화문의 꿈,2007,11,138.66,"    92,500"
1,11110, 사직동,2016,3,11~20,광화문풍림스페이스본(106동),2008,3,150.4,"   104,000"
2,11110, 사직동,2016,3,11~20,광화문풍림스페이스본(101동~105동),2008,9,94.51,"    83,500"
3,11110, 내수동,2016,3,1~10,경희궁의아침4단지,2004,11,124.17,"   110,000"
4,11110, 내수동,2016,3,1~10,세종로대우,1994,14,109.91,"    70,000"
5,11110, 내수동,2016,3,1~10,경희궁 파크팰리스,2003,5,146.33,"   123,000"
6,11110, 익선동,2016,3,1~10,운현신화타워,1998,6,84.87,"    44,500"
7,11110, 익선동,2016,3,1~10,현대뜨레비앙,2003,7,36.08,"    21,500"
8,11110, 익선동,2016,3,11~20,운현신화타워,1998,12,62.55,"    32,000"
9,11110, 익선동,2016,3,11~20,현대뜨레비앙,2003,6,43.98,"    23,000"
0,11110, 사직동,2016,4,1~10,광화문풍림스페이스본(101동~105동),2008,11,146.92,"   112,200"
1,11110, 사직동,2016,4,1~10,광화문풍림스페이스본(101동~105동),2008,11,146.92,"   112,200"
2,11110, 사직동,2016,4,11~20,광화문풍림스페이스본(101동~105동),2008,8,108.07,"    86,500"
3,11110, 사직동,2016,4,21~30,광화문풍림스페이스본(101동~105동),2008,3,121.37,"    85,000"
4,11110, 사직동,2016,4,21~30,광화문풍림스페이스본(101동~105동),2008,5,95.88,"    80,000"
5,11110, 내수동,2016,4,11~20,경희궁의아침4단지,2004,10,124.17,"   110,000"
6,11110, 내수동,2016,4,21~30,경희궁 파크팰리스,2003,12,148.09,"   101,000"
7,11110, 내수동,2016,4,21~30,경희궁의아침3단지,2004,15,174.55,"   147,000"
8,11110, 익선동,2016,4,11~20,현대뜨레비앙,2003,7,48.54,"    22,500"
9,11110, 연건동,2016,4,21~30,이화에수풀,2014,7,19.86,"    17,800"
0,11110, 사직동,2016,5,11~20,광화문풍림스페이스본(106동),2008,8,153.42,"   115,000"
1,11110, 사직동,2016,5,11~20,광화문풍림스페이스본(101동~105동),2008,4,136.4,"   107,000"
2,11110, 사직동,2016,5,11~20,광화문풍림스페이스본(101동~105동),2008,1,108.07,"    88,000"
3,11110, 사직동,2016,5,11~20,광화문풍림스페이스본(101동~105동),2008,7,94.51,"    84,000"
4,11110, 사직동,2016,5,21~31,광화문풍림스페이스본(101동~105동),2008,13,70.8,"    69,000"
5,11110, 사직동,2016,5,21~31,광화문풍림스페이스본(106동),2008,3,163.33,"   102,000"
6,11110, 사직동,2016,5,21~31,광화문풍림스페이스본(106동),2008,11,144.52,"   108,000"
7,11110, 당주동,2016,5,11~20,세종,1983,2,91.68,"    43,000"
8,11110, 내수동,2016,5,1~10,경희궁의아침2단지,2004,7,174.55,"   132,500"
9,11110, 내수동,2016,5,11~20,경희궁의아침2단지,2004,14,174.55,"   158,000"
0,11110, 사직동,2016,6,1~10,광화문풍림스페이스본(101동~105동),2008,12,94.51,"    88,000"
1,11110, 사직동,2016,6,1~10,광화문풍림스페이스본(101동~105동),2008,14,136.4,"   115,000"
2,11110, 사직동,2016,6,11~20,광화문풍림스페이스본(101동~105동),2008,13,70.8,"    75,000"
3,11110, 내수동,2016,6,1~10,경희궁의아침3단지,2004,4,174.55,"   130,000"
4,11110, 내수동,2016,6,1~10,경희궁의아침3단지,2004,16,149,"   112,500"
5,11110, 내수동,2016,6,1~10,경희궁 파크팰리스,2003,10,148.09,"   110,000"
6,11110, 내수동,2016,6,11~20,경희궁의아침4단지,2004,12,124.17,"   112,000"
7,11110, 내수동,2016,6,21~30,경희궁의아침2단지,2004,4,124.17,"   105,500"
8,11110, 견지동,2016,6,21~30,대성스카이렉스,2008,14,137.55,"    88,500"
9,11110, 익선동,2016,6,1~10,현대뜨레비앙,2003,2,46.64,"    26,400"
0,11110, 사직동,2016,7,21~31,광화문풍림스페이스본(106동),2008,5,163.33,"   115,200"
1,11110, 당주동,2016,7,1~10,세종,1983,6,105.64,"    65,000"
2,11110, 당주동,2016,7,1~10,롯데미도파광화문빌딩,1981,8,93.36,"    45,000"
3,11110, 내수동,2016,7,11~20,경희궁의아침3단지,2004,10,149,"   118,000"
4,11110, 내수동,2016,7,21~31,경희궁의아침2단지,2004,9,124.17,"   108,000"
5,11110, 내수동,2016,7,21~31,경희궁의아침4단지,2004,11,124.17,"   114,800"
6,11110, 익선동,2016,7,21~31,현대뜨레비앙,2003,5,48.54,"    28,000"
7,11110, 인의동,2016,7,11~20,효성쥬얼리시티,2006,17,98.39,"    65,000"
8,11110, 인의동,2016,7,11~20,효성쥬얼리시티,2006,12,106.81,"    68,000"
9,11110, 인의동,2016,7,11~20,효성쥬얼리시티,2006,15,84.98,"    54,500"
0,11110, 사직동,2016,8,11~20,광화문풍림스페이스본(101동~105동),2008,5,160.85,"   106,500"
1,11110, 사직동,2016,8,11~20,광화문풍림스페이스본(101동~105동),2008,13,146.92,"   103,500"
2,11110, 사직동,2016,8,21~31,광화문풍림스페이스본(101동~105동),2008,5,160.85,"   106,500"
3,11110, 당주동,2016,8,11~20,롯데미도파광화문빌딩,1981,7,65.82,"    34,000"
4,11110, 내수동,2016,8,1~10,경희궁의아침3단지,2004,16,150.48,"   120,000"
5,11110, 내수동,2016,8,21~31,경희궁의아침2단지,2004,2,174.55,"   139,000"
6,11110, 내수동,2016,8,21~31,경희궁의아침3단지,2004,7,150.48,"   130,000"
7,11110, 견지동,2016,8,11~20,대성스카이렉스,2008,8,149.8,"    85,750"
8,11110, 익선동,2016,8,21~31,운현신화타워,1998,10,84.91,"    48,000"
9,11110, 인의동,2016,8,11~20,효성쥬얼리시티,2006,15,106.81,"    60,000"
0,11110, 사직동,2016,9,1~10,광화문풍림스페이스본(101동~105동),2008,12,131.44,"   108,500"
1,11110, 사직동,2016,9,1~10,광화문풍림스페이스본(101동~105동),2008,9,108.07,"    90,000"
2,11110, 사직동,2016,9,21~30,광화문풍림스페이스본(101동~105동),2008,12,160.85,"   115,000"
3,11110, 사직동,2016,9,21~30,광화문풍림스페이스본(101동~105동),2008,1,159.01,"   108,000"
4,11110, 사직동,2016,9,21~30,광화문풍림스페이스본(101동~105동),2008,8,158.99,"   102,500"
5,11110, 사직동,2016,9,21~30,광화문풍림스페이스본(101동~105동),2008,5,94.51,"    88,000"
6,11110, 당주동,2016,9,21~30,세종,1983,2,91.68,"    43,500"
7,11110, 내수동,2016,9,1~10,경희궁의아침3단지,2004,12,150.48,"   121,000"
8,11110, 내수동,2016,9,11~20,경희궁의아침2단지,2004,4,174.55,"   138,000"
9,11110, 내수동,2016,9,21~30,경희궁 파크팰리스,2003,15,103.77,"    93,500"
0,11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,7,94.51,"    84,000"
1,11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,8,160.85,"   110,000"
2,11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,4,146.92,"   109,000"
3,11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,8,159.01,"   116,000"
4,11110, 사직동,2016,10,1~10,광화문풍림스페이스본(101동~105동),2008,8,160.85,"   136,500"
5,11110, 사직동,2016,10,11~20,광화문풍림스페이스본(106동),2008,10,144.52,"   102,000"
6,11110, 사직동,2016,10,11~20,광화문풍림스페이스본(101동~105동),2008,1,131.44,"   102,000"
7,11110, 사직동,2016,10,21~31,광화문풍림스페이스본(101동~105동),2008,3,94.51,"    84,500"
8,11110, 내수동,2016,10,21~31,경희궁 파크팰리스,2003,6,146.33,"   127,000"
9,11110, 내수동,2016,10,21~31,경희궁의아침4단지,2004,16,145.96,"   130,000"
0,11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,12,151.81,"   115,000"
1,11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,12,94.51,"    88,000"
2,11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,4,95.88,"    79,000"
3,11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,10,94.51,"    92,000"
4,11110, 사직동,2016,11,1~10,광화문풍림스페이스본(101동~105동),2008,7,136.4,"   103,500"
5,11110, 사직동,2016,11,11~20,광화문풍림스페이스본(101동~105동),2008,10,94.51,"    86,000"
6,11110, 사직동,2016,11,21~30,광화문풍림스페이스본(101동~105동),2008,11,126.34,"   107,000"
7,11110, 사직동,2016,11,21~30,광화문풍림스페이스본(101동~105동),2008,9,146.92,"   105,000"
8,11110, 사직동,2016,11,21~30,광화문풍림스페이스본(101동~105동),2008,13,159.01,"   129,500"
9,11110, 내수동,2016,11,1~10,경희궁 파크팰리스,2003,16,147.62,"   129,000"
0,11110, 청운동,2016,12,1~10,청운현대,2000,1,129.76,"    87,000"
1,11110, 사직동,2016,12,1~10,광화문풍림스페이스본(101동~105동),2008,4,146.92,"   114,500"
2,11110, 사직동,2016,12,11~20,광화문풍림스페이스본(101동~105동),2008,10,131.44,"   100,500"
3,11110, 내수동,2016,12,11~20,경희궁의아침3단지,2004,16,150.48,"   117,500"
4,11110, 내수동,2016,12,11~20,경희궁 파크팰리스,2003,15,117.26,"    98,000"
5,11110, 내수동,2016,12,11~20,경희궁 파크팰리스,2003,13,103.77,"    96,000"
6,11110, 내수동,2016,12,11~20,경희궁의아침4단지,2004,3,124.17,"   118,500"
7,11110, 내수동,2016,12,11~20,경희궁 파크팰리스,2003,11,103.77,"    92,000"
8,11110, 내수동,2016,12,21~31,경희궁의아침4단지,2004,5,150.77,"   125,000"
9,11110, 익선동,2016,12,1~10,현대뜨레비앙,2003,5,48.54,"    28,000"
0,11110, 사직동,2017,1,1~10,광화문풍림스페이스본(101동~105동),2008,1,70.8,"    67,000"
1,11110, 사직동,2017,1,11~20,광화문풍림스페이스본(101동~105동),2008,8,94.51,"    89,300"
2,11110, 사직동,2017,1,11~20,광화문풍림스페이스본(101동~105동),2008,11,160.85,"   110,000"
3,11110, 사직동,2017,1,21~31,광화문풍림스페이스본(101동~105동),2008,6,94.51,"    86,000"
4,11110, 사직동,2017,1,21~31,광화문풍림스페이스본(101동~105동),2008,3,136.4,"   117,000"
5,11110, 당주동,2017,1,1~10,세종,1983,9,104.5,"    61,500"
6,11110, 내수동,2017,1,21~31,경희궁 파크팰리스,2003,14,117.26,"    95,000"
7,11110, 익선동,2017,1,21~31,현대뜨레비앙,2003,6,43.98,"    24,000"
8,11110, 연건동,2017,1,1~10,이화에수풀,2014,10,19.86,"    22,000"
9,11110, 연건동,2017,1,1~10,이화에수풀,2014,10,16.98,"    17,900"
0,11110, 필운동,2017,2,11~20,신동아블루아광화문의 꿈,2007,5,111.97,"    77,000"
1,11110, 사직동,2017,2,1~10,광화문풍림스페이스본(101동~105동),2008,8,97.61,"    82,500"
2,11110, 사직동,2017,2,1~10,광화문풍림스페이스본(101동~105동),2008,7,158.99,"   130,000"
